brand;tariff;model;motorization;finishing;engine;gear
RENAULT;2204;KANGOO;Diesel;Life - Energy dCi 90 E6;dCi 90;Manuelle
RENAULT;2204;KANGOO;Diesel;Life - Energy dCi 75 E6;dCi 75;Manuelle
RENAULT;2204;KANGOO;Diesel;Intens - Energy dCi 90 E6;dCi 90;Manuelle
RENAULT;2204;KANGOO;Diesel;Intens - Energy dCi 110 E6;dCi 110;Manuelle
RENAULT;2204;KANGOO;Essence;Intens - Energy TCe 115 E6;Tce 115;Manuelle
RENAULT;2202;KANGOO;Essence;Kangoo - 1,6 16V 105 BVA N1;1,6 16V 105;Automatique
RENAULT;2204;KANGOO;Diesel;Extrem - Energy dCi 90 E6;dCi 90;Manuelle
RENAULT;2204;KANGOO;Diesel;Extrem - Energy dCi 110 E6;dCi 110;Manuelle
RENAULT;2204;KANGOO;Essence;Extrem - Energy Tce 115 E6;Tce 115;Manuelle
RENAULT;2204;KANGOO;Diesel;Grand Zen 7places Energy dCi 110 E6;dCi 110;Manuelle
RENAULT;2204;KANGOO;Diesel;Grand Intens 7places Energy dCi 110 E6;dCi 110;Manuelle
DACIA;2204;SANDERO;Diesel;Ambiance dCi 75 E6;dCi 75;Manuelle
DACIA;2204;SANDERO;Diesel;Stepway Prestige dCi 90 E6;dCi 90;Manuelle
DACIA;2204;SANDERO;Diesel;Stepway Ambiance dCi 90 E6;dCi 90;Manuelle
DACIA;2204;SANDERO;Diesel;Lauréate dCi 75 E6;dCi 75;Manuelle
DACIA;2204;SANDERO;Diesel;Lauréate dCi 90 E6;dCi 90;Manuelle
RENAULT;2204;TWIZY Cargo;Electrique;Cargo;Electrique;Automatique
RENAULT;2204;TWIZY Cargo;Electrique;Cargo 45;Electrique;Automatique
RENAULT;2203;MEGANE Estate;Diesel;Business Energy dCi 110 eco2;dCi 110;Manuelle
RENAULT;2203;MEGANE Estate;Diesel;Business dCi 110 EDC;dCi 110;Automatique
RENAULT;2203;MEGANE Estate;Diesel;Business Energy dCi 95;dCi 95;Manuelle
RENAULT;2203;MEGANE Estate;Essence;Life Energy TCe 115;Tce 115;Manuelle
RENAULT;2203;MEGANE Estate;Diesel;Life Energy dCi 110 eco2;dCi 110;Manuelle
RENAULT;2203;MEGANE Estate;Diesel;Life Energy dCi 95;dCi 95;Manuelle
RENAULT;2203;MEGANE Estate;Diesel;Zen Energy dCi 110 eco2;dCi 110;Manuelle
RENAULT;2203;MEGANE Estate;Diesel;Zen Energy dCi 130;dCi 130;Manuelle
RENAULT;2203;MEGANE Estate;Essence;Zen Energy TCe 115;Tce 115;Manuelle
RENAULT;2203;MEGANE Estate;Diesel;Zen Energy dCi 95;dCi 95;Manuelle
RENAULT;2203;MEGANE Estate;Diesel;Zen dCi 110 EDC;dCi 110;Automatique
RENAULT;2203;MEGANE Estate;Essence;Bose TCe 130 EDC;TCe 130;Automatique
RENAULT;2203;MEGANE Estate;Diesel;Bose dCi 110 EDC;dCi 110;Automatique
RENAULT;2203;MEGANE Estate;Diesel;Bose Energy dCi 130;dCi 130;Manuelle
RENAULT;2203;MEGANE Estate;Essence;Bose Energy TCe 115;Tce 115;Manuelle
RENAULT;2203;MEGANE Estate;Diesel;Bose Energy dCi 110 eco2;dCi 110;Manuelle
RENAULT;2204;MASTER Transport de Personnes;Diesel;Comb iL1H1 Energy dCi 145 -9 places;dCi 145;Manuelle
RENAULT;2204;MASTER Transport de Personnes;Diesel;Combi L1H1 Energy dCi 170 -9 places;dCi 170;Manuelle
RENAULT;2204;MASTER Transport de Personnes;Diesel;Combi L2H2 Energy dCi 170 -9 places;dCi 170;Manuelle
RENAULT;2204;MASTER Transport de Personnes;Diesel;Combi L2H2 Energy dCi 145 -9 places;dCi 145;Manuelle
RENAULT;2204;MEGANE Coupé;Essence;Bose TCe 130 EDC;TCe 130;Automatique
RENAULT;2204;MEGANE Coupé;Diesel;Bose Energy dCi 110 eco2;dCi 110;Manuelle
RENAULT;2204;MEGANE Coupé;Diesel;Bose Energy dCi 130;dCi 130;Manuelle
RENAULT;2202;MEGANE Coupé;Essence;Bose Energy TCe 115;Tce 115;Manuelle
RENAULT;2204;MEGANE Coupé;Diesel;Bose dCi 110 EDC;dCi 110;Automatique
RENAULT;2202;MEGANE Coupé;Diesel;Intens Energy dCi 95;dCi 95;Manuelle
RENAULT;2202;MEGANE Coupé;Diesel;Intens Energy dCi 130;dCi 130;Manuelle
RENAULT;2202;MEGANE Coupé;Essence;Intens Energy TCe 115;Tce 115;Manuelle
RENAULT;2202;MEGANE Coupé;Diesel;Intens dCi 110 EDC;dCi 110;Automatique
RENAULT;2202;MEGANE Coupé;Diesel;Intens Energy dCi 110 eco2;dCi 110;Manuelle
RENAULT;2204;MEGANE Coupé;Essence;R.S. 2.0T 275 S&S;2.0T 275;Manuelle
RENAULT;2204;MASTER Transport de Personnes;Diesel;TB GC-L2 Energy dCi 165 EuroVI PREDISPO pour Aut;dCi 165;Manuelle
RENAULT;2204;MASTER Transport de Personnes;Diesel;TB GC-L3 Energy dCi 145 EuroVI PREDISPO pour Aut;dCi 145;Manuelle
RENAULT;2204;MASTER Transport de Personnes;Diesel;TB GC-L3 Energy dCi 165 EuroVI PREDISPO pour Aut;dCi 165;Manuelle
RENAULT;2204;MASTER Transport de Personnes;Diesel;TB GC-L2 Energy dCi 145 EuroVI PREDISPO pour Aut;dCi 145;Manuelle
RENAULT;2204;MASTER Transport de Personnes;Diesel;TB CF-L3 Energy dCi 165 EuroVI PREDISPO pour Aut;dCi 165;Manuelle
RENAULT;2204;MASTER Transport de Personnes;Diesel;TB CF-L3 Energy dCi 145 EuroVI PREDISPO pour Aut;dCi 145;Manuelle
RENAULT;2204;MASTER Transport de Personnes;Diesel;TB CF-L2 Energy dCi 165 EuroVI PREDISPO pour Aut;dCi 165;Manuelle
RENAULT;2204;MASTER Transport de Personnes;Diesel;TB CF-L2 Energy dCi 145 EuroVI PREDISPO pour Aut;dCi 145;Manuelle
RENAULT;2204;MASTER Transport de Personnes;Diesel;Bus L3H2 Energy dCi 145 EuroVI;dCi 145;Manuelle
RENAULT;2204;MASTER Transport de Personnes;Diesel;Bus L3H2 Energy dCi 165 EuroVI;dCi 165;Manuelle
RENAULT;2203;Twingo;Essence;Limited SCe 70;SCe 70;Manuelle
RENAULT;2203;Twingo;Essence;Life SCe 70;SCe 70;Manuelle
RENAULT;2203;Twingo;Essence;Zen SCe 70;SCe 70;Manuelle
RENAULT;2202;CAPTUR;Diesel;Life Energy dCi 90 eco2 E6;dCi 90;Manuelle
RENAULT;2202;CAPTUR;Essence;Life Energy TCe 90 E6;TCe 90;Manuelle
RENAULT;2202;CAPTUR;Essence;Zen Energy TCe 120 EDC E6;TCe 120;Automatique
RENAULT;2202;CAPTUR;Diesel;Zen Energy dCi 110 E6;dCi 110;Manuelle
RENAULT;2202;CAPTUR;Diesel;Zen Energy dCi 90 EDC E6;dCi 90;Automatique
RENAULT;2202;CAPTUR;Diesel;Zen Energy dCi 90 eco2 E6;dCi 90;Manuelle
RENAULT;2202;CAPTUR;Essence;Zen Energy TCe 90 E6;TCe 90;Manuelle
RENAULT;2204;TWIZY;Electrique;Intens Bleu 45;Electrique;Automatique
RENAULT;2204;TWIZY;Electrique;Intens Bleu;Electrique;Automatique
RENAULT;2204;TWIZY;Electrique;Intens Blanc 45;Electrique;Automatique
RENAULT;2204;TWIZY;Electrique;Intens Blanc;Electrique;Automatique
RENAULT;2204;TWIZY;Electrique;Intens Noir 45;Electrique;Automatique
RENAULT;2204;TWIZY;Electrique;Intens Noir;Electrique;Automatique
RENAULT;2204;TWIZY;Electrique;Intens Rouge;Electrique;Automatique
RENAULT;2204;TWIZY;Electrique;Intens Rouge 45;Electrique;Automatique
RENAULT;2204;TWIZY;Electrique;Life;Electrique;Automatique
RENAULT;2204;TWIZY;Electrique;Life 45;Electrique;Automatique
RENAULT;2204;SCENIC;Diesel;Business Energy dCi 110;dCi 110;Manuelle
RENAULT;2204;SCENIC;Diesel;Business Energy dCi 130;dCi 130;Manuelle
RENAULT;2204;SCENIC;Diesel;Business dCi 110 EDC;dCi 110;Automatique
RENAULT;2204;SCENIC;Diesel;Zen Energy dCi 110;dCi 110;Manuelle
RENAULT;2204;SCENIC;Essence;Zen Energy TCe 130;TCe 130;Manuelle
RENAULT;2204;SCENIC;Diesel;Zen dCi 110 EDC;dCi 110;Automatique
RENAULT;2204;SCENIC;Diesel;Bose Energy dCi 110;dCi 110;Manuelle
RENAULT;2204;SCENIC;Diesel;Bose Energy dCi 130;dCi 130;Manuelle
RENAULT;2204;SCENIC;Diesel;Bose dCi 110 EDC;dCi 110;Automatique
RENAULT;2204;SCENIC;Essence;Bose Energy TCe 130;TCe 130;Manuelle
RENAULT;2203;SCENIC;Diesel;Life Energy dCi 110;dCi 110;Manuelle
RENAULT;2203;SCENIC;Diesel;Life Energy dCi 95;dCi 95;Manuelle
RENAULT;2204;TRAFIC VP;Diesel;Intens L1 Energy dCi 125 8 places;dCi 125;Manuelle
RENAULT;2204;TRAFIC VP;Diesel;Intens L1 Energy dCi 145 8 places;dCi 145;Manuelle
RENAULT;2204;TRAFIC VP;Diesel;Life L1 Energy dCi 125 9 places;dCi 125;Manuelle
RENAULT;2204;TRAFIC VP;Diesel;Life L1 dCi 95 Stop & Start 9 places;dCi 95;Manuelle
RENAULT;2204;TRAFIC VP;Diesel;Zen L1 Energy dCi 145 8 places;dCi 145;Manuelle
RENAULT;2204;TRAFIC VP;Diesel;Zen L1 Energy dCi 125 8 places;dCi 125;Manuelle
RENAULT;2204;TRAFIC VP;Diesel;Zen L1 dCi 95 Stop & Start 8 places;dCi 95;Manuelle
RENAULT;2204;TRAFIC VP;Diesel;Intens L2 Energy dCi 125 8 places;dCi 125;Manuelle
RENAULT;2204;TRAFIC VP;Diesel;Intens L2 Energy dCi 145 8 places;dCi 145;Manuelle
RENAULT;2204;TRAFIC VP;Diesel;Zen L2 dCi 95 Stop & Start 8 places;dCi 95;Manuelle
RENAULT;2204;TRAFIC VP;Diesel;Zen L2 Energy dCi 145 8 places;dCi 145;Manuelle
RENAULT;2204;TRAFIC VP;Diesel;Zen L2 Energy dCi 125 8 places;dCi 125;Manuelle
RENAULT;2204;TRAFIC VP;Diesel;Life L2 dCi 95 Stop & Start 9 places;dCi 95;Manuelle
RENAULT;2204;TRAFIC VP;Diesel;Life L2 Energy dCi 125 9 places;dCi 125;Manuelle
DACIA;2204;LOGAN;Diesel;Ambiance dCi 75 E6;dCi 75;Manuelle
DACIA;2204;LOGAN;Diesel;Lauréate dCi 90 E6;dCi 90;Manuelle
DACIA;2204;LOGAN;Diesel;Lauréate dCi 75 E6;dCi 75;Manuelle
RENAULT;2204;Grand SCENIC;Diesel;Bose 5p dCi 110 EDC;dCi 110;Automatique
RENAULT;2204;Grand SCENIC;Diesel;Bose 5p Energy dCi 130;dCi 130;Manuelle
RENAULT;2204;Grand SCENIC;Diesel;Bose 5p Energy dCi 110 eco2;dCi 110;Manuelle
RENAULT;2204;Grand SCENIC;Essence;Bose 5p Energy TCe 130;TCe 130;Manuelle
RENAULT;2203;Grand SCENIC;Essence;Life 5p Energy TCe 130;TCe 130;Manuelle
RENAULT;2203;Grand SCENIC;Diesel;Life 5p Energy dCi 110 eco2;dCi 110;Manuelle
RENAULT;2204;Grand SCENIC;Diesel;Zen 5p Energy dCi 110 eco2;dCi 110;Manuelle
RENAULT;2204;Grand SCENIC;Diesel;Zen 5p dCi 110 EDC;dCi 110;Automatique
RENAULT;2204;Grand SCENIC;Essence;Zen 5p Energy TCe 130;TCe 130;Manuelle
RENAULT;2204;Grand SCENIC;Diesel;Business 7p Energy dCi 110 eco2;dCi 110;Manuelle
RENAULT;2204;Grand SCENIC;Diesel;Business 7p Energy dCi 130;dCi 130;Manuelle
RENAULT;2204;Grand SCENIC;Diesel;Business 7p dCi 110 EDC;dCi 110;Automatique
RENAULT;2203;Grand SCENIC;Diesel;Life 7p Energy dCi 110 eco2;dCi 110;Manuelle
RENAULT;2203;Grand SCENIC;Essence;Life 7p Energy TCe 130;TCe 130;Manuelle
RENAULT;2204;Grand SCENIC;Diesel;Bose 7p Energy dCi 130;dCi 130;Manuelle
RENAULT;2204;Grand SCENIC;Diesel;Bose 7p dCi 110 EDC;dCi 110;Automatique
RENAULT;2204;Grand SCENIC;Essence;Bose 7p Energy TCe 130;TCe 130;Manuelle
RENAULT;2204;Grand SCENIC;Diesel;Bose 7p Energy dCi 110 eco2;dCi 110;Manuelle
RENAULT;2204;Grand SCENIC;Diesel;Zen 7p dCi 110 EDC;dCi 110;Automatique
RENAULT;2204;Grand SCENIC;Diesel;Zen 7p Energy dCi 110 eco2;dCi 110;Manuelle
RENAULT;2204;Grand SCENIC;Essence;Zen 7p Energy TCe 130;TCe 130;Manuelle
RENAULT;2204;CLIO Estate;Diesel;Business Energy dCi 90 EDC;dCi 90;Automatique
RENAULT;2204;CLIO Estate;Diesel;Business Energy dCi 90 ECO2 82g;dCi 90;Manuelle
RENAULT;2204;CLIO Estate;Diesel;Business Energy dCi 75;dCi 75;Manuelle
RENAULT;2204;CLIO Estate;Essence;Zen Energy TCe 90;TCe 90;Manuelle
RENAULT;2204;CLIO Estate;Diesel;Zen Energy dCi 90 ECO2 82g;dCi 90;Manuelle
RENAULT;2204;CLIO Estate;Essence;Zen 1.2 16V 75;1.2 16V 75;Manuelle
RENAULT;2204;CLIO Estate;Diesel;Zen Energy dCi 75;dCi 75;Manuelle
RENAULT;2204;CLIO Estate;Essence;Life 1.2 16V 75;1.2 16V 75;Manuelle
RENAULT;2204;CLIO Estate;Diesel;Life Energy dCi 75;dCi 75;Manuelle
RENAULT;2204;CLIO Estate;Essence;Intens Energy TCe 120 EDC;TCe 120;Automatique
RENAULT;2204;CLIO Estate;Diesel;Intens Energy dCi 75;dCi 75;Manuelle
RENAULT;2204;CLIO Estate;Essence;Intens Energy TCe 90;TCe 90;Manuelle
RENAULT;2204;CLIO Estate;Diesel;Intens Energy dCi 90;dCi 90;Manuelle
RENAULT;2204;CLIO Estate;Diesel;Intens Energy dCi 90 EDC;dCi 90;Automatique
RENAULT;2204;CLIO Estate;Diesel;Limited Energy dCi 75;dCi 75;Manuelle
RENAULT;2204;CLIO Estate;Essence;Limited Energy TCe 120 EDC;TCe 120;Automatique
RENAULT;2204;CLIO Estate;Essence;Limited 1.2 16V 75;1.2 16V 75;Manuelle
RENAULT;2204;CLIO Estate;Diesel;Limited Energy dCi 90 EDC;dCi 90;Automatique
RENAULT;2204;CLIO Estate;Diesel;Limited Energy dCi 90 ECO2 82g;dCi 90;Manuelle
RENAULT;2204;CLIO Estate;Essence;Limited Energy TCe 90;TCe 90;Manuelle
RENAULT;2204;CLIO Estate;Essence;Iconic Energy TCe 90;TCe 90;Manuelle
RENAULT;2204;CLIO Estate;Essence;Iconic Energy TCe 120 EDC;TCe 120;Automatique
RENAULT;2204;CLIO Estate;Diesel;Iconic Energy dCi 90;dCi 90;Manuelle
RENAULT;2204;CLIO Estate;Diesel;Iconic Energy dCi 90 EDC;dCi 90;Automatique
RENAULT;2204;KANGOO;Diesel;Limited-Energy dCi 90 E6;dCi 90;Manuelle
RENAULT;2204;KANGOO;Essence;Limited-Energy TCe 115 E6;Tce 115;Manuelle
RENAULT;2204;Nouvelle CLIO Société;Diesel;Générique Energy dCi 75;dCi 75;Manuelle
RENAULT;2204;Nouvelle CLIO Société;Essence;Générique 1.2 16V 75;1.2 16V 75;Manuelle
RENAULT;2204;Nouvelle CLIO Société;Essence;Air 1.2 16V 75;1.2 16V 75;Manuelle
RENAULT;2204;Nouvelle CLIO Société;Diesel;Air Energy dCi 75;dCi 75;Manuelle
RENAULT;2204;Nouvelle CLIO Société;Diesel;Air Energy dCi 90 ECO2 82g;dCi 90;Manuelle
RENAULT;2204;Nouvelle CLIO Société;Diesel;Air MédiaNav Energy dCi 75;dCi 75;Manuelle
RENAULT;2204;Nouvelle CLIO Société;Diesel;Air MédiaNav Energy dCi 90 ECO2 82g;dCi 90;Manuelle
RENAULT;2204;CLIO;Diesel;Auto Ecole Energy dCi 75;dCi 75;Manuelle
RENAULT;2204;CLIO;Diesel;Auto Ecole Energy dCi 90 EDC;dCi 90;Automatique
RENAULT;2204;CLIO;Diesel;Auto Ecole Energy dCi 90;dCi 90;Manuelle
RENAULT;2204;CLIO;Essence;Clio Initiale Paris Energy TCe 120 EDC;TCe 120;Automatique
RENAULT;2204;CLIO;Essence;Clio Initiale Paris Energy TCe 90;TCe 90;Manuelle
RENAULT;2204;CLIO;Diesel;Clio Initiale Paris Energy dCi 90 EDC;dCi 90;Automatique
RENAULT;2204;CLIO;Diesel;Clio Initiale Paris Energy dCi 90;dCi 90;Manuelle
RENAULT;2204;CLIO;Diesel;Zen Energy dCi 75;dCi 75;Manuelle
RENAULT;2204;CLIO;Essence;Zen Energy TCe 90;TCe 90;Manuelle
RENAULT;2204;CLIO;Essence;Zen 1.2 16V 75;1.2 16V 75;Manuelle
RENAULT;2204;CLIO;Diesel;Zen Energy dCi 90 ECO2 82g;dCi 90;Manuelle
RENAULT;2204;CLIO;Diesel;Business Energy dCi 90 ECO2 82g;dCi 90;Manuelle
RENAULT;2204;CLIO;Diesel;Business Energy dCi 90 EDC;dCi 90;Automatique
RENAULT;2204;CLIO;Diesel;Business Energy dCi 75;dCi 75;Manuelle
RENAULT;2204;CLIO;Diesel;Intens Energy dCi 90 EDC;dCi 90;Automatique
RENAULT;2204;CLIO;Diesel;Intens Energy dCi 90;dCi 90;Manuelle
RENAULT;2204;CLIO;Essence;Intens Energy TCe 120 EDC;TCe 120;Automatique
RENAULT;2204;CLIO;Diesel;Intens Energy dCi 75;dCi 75;Manuelle
RENAULT;2204;CLIO;Essence;Intens Energy TCe 90;TCe 90;Manuelle
RENAULT;2204;CLIO;Essence;Life 1.2 16V 75;1.2 16V 75;Manuelle
RENAULT;2204;CLIO;Diesel;Life Energy dCi 75;dCi 75;Manuelle
RENAULT;2204;CLIO;Diesel;Iconic Energy dCi 90 EDC;dCi 90;Automatique
RENAULT;2204;CLIO;Essence;Iconic Energy TCe 90;TCe 90;Manuelle
RENAULT;2204;CLIO;Diesel;Iconic Energy dCi 90;dCi 90;Manuelle
RENAULT;2204;CLIO;Essence;Iconic Energy TCe 120 EDC;TCe 120;Automatique
RENAULT;2204;CLIO;Essence;Limited Energy TCe 90;TCe 90;Manuelle
RENAULT;2204;CLIO;Diesel;Limited Energy dCi 75;dCi 75;Manuelle
RENAULT;2204;CLIO;Diesel;Limited Energy dCi 90 EDC;dCi 90;Automatique
RENAULT;2204;CLIO;Essence;Limited 1.2 16V 75;1.2 16V 75;Manuelle
RENAULT;2204;CLIO;Essence;Limited Energy TCe 120 EDC;TCe 120;Automatique
RENAULT;2204;CLIO;Diesel;Limited Energy dCi 90 ECO2 82g;dCi 90;Manuelle
RENAULT;2204;CLIO;Essence;SL R.S. Trophy Energy 1.6 T 220 EDC;1.6 T 220;Automatique
RENAULT;2204;CLIO;Essence;R.S. Energy 1.6 T 200 EDC;1.6 T 200;Automatique
RENAULT;2204;KADJAR;Diesel;Zen Energy dCi 130;dCi 130;Manuelle
RENAULT;2204;KADJAR;Diesel;Zen Energy dCi 110 EDC ECO2;dCi 110;Automatique
RENAULT;2204;KADJAR;Diesel;Zen Energy dCi 110 ECO2;dCi 110;Manuelle
RENAULT;2204;KADJAR;Diesel;Zen Energy dCi 130 4WD;dCi 130;Manuelle
RENAULT;2204;KADJAR;Essence;Zen Energy TCe 130;TCe 130;Manuelle
RENAULT;2204;SCENIC;Diesel;Limited Energy dCi 110;dCi 110;Manuelle
RENAULT;2204;SCENIC;Essence;Limited Energy TCe 130;TCe 130;Manuelle
RENAULT;2204;SCENIC;Essence;Limited Energy TCe 115;Tce 115;Manuelle
RENAULT;2204;SCENIC;Diesel;Limited Energy dCi 95;dCi 95;Manuelle
RENAULT;2203;MEGANE Estate;Essence;Limited Energy TCe 115;Tce 115;Manuelle
RENAULT;2203;MEGANE Estate;Diesel;Limited Enefrgy dCi 110 eco2;dCi 110;Manuelle
RENAULT;2203;MEGANE Estate;Diesel;Limited Energy dCi 95;dCi 95;Manuelle
RENAULT;2202;CAPTUR;Diesel;Intens Energy dCi 90 EDC E6;dCi 90;Automatique
RENAULT;2202;CAPTUR;Essence;Intens Energy TCe 90 E6;TCe 90;Manuelle
RENAULT;2202;CAPTUR;Essence;Intens Energy TCe 120 EDC E6;TCe 120;Automatique
RENAULT;2202;CAPTUR;Diesel;Intens Energy dCi 90 eco2 E6;dCi 90;Manuelle
RENAULT;2202;CAPTUR;Diesel;Intens Energy dCi 110 E6;dCi 110;Manuelle
RENAULT;2202;CAPTUR;Diesel;Business Energy dCi 90 EDC E6;dCi 90;Automatique
RENAULT;2202;CAPTUR;Diesel;Business Energy dCi 110 E6;dCi 110;Manuelle
RENAULT;2202;CAPTUR;Diesel;Business Energy dCi 90 eco2 E6;dCi 90;Manuelle
RENAULT;2202;CAPTUR;Essence;Hypnotic Energy TCe 90 E6;TCe 90;Manuelle
RENAULT;2202;CAPTUR;Essence;Hypnotic Energy TCe 120 EDC E6;TCe 120;Automatique
RENAULT;2202;CAPTUR;Diesel;Hypnotic Energy dCi 110 E6;dCi 110;Manuelle
RENAULT;2202;CAPTUR;Diesel;Hypnotic Energy dCi 90 eco2 E6;dCi 90;Manuelle
RENAULT;2202;CAPTUR;Diesel;Hypnotic Energy dCi 90 EDC E6;dCi 90;Automatique
RENAULT;2202;CAPTUR;Diesel;Auto Ecole Energy dCi 90 eco2 E6;dCi 90;Manuelle
RENAULT;2204;Grand SCENIC;Essence;Limited 7p Energy TCe 130;TCe 130;Manuelle
RENAULT;2204;Grand SCENIC;Diesel;Limited 7p Energy dCi 110 eco2;dCi 110;Manuelle
DACIA;2204;DUSTER;Diesel;Ambiance Edition 2016 dCi 110 4x4;dCi 110;Manuelle
DACIA;2204;DUSTER;Essence;Ambiance Edition 2016 TCe 125 4x4;TCe 125;Manuelle
DACIA;2204;DUSTER;Diesel;Ambiance Edition 2016 dCi 110 4x2;dCi 110;Manuelle
DACIA;2204;DUSTER;Essence;Ambiance Edition 2016 TCe 125 4x2;TCe 125;Manuelle
DACIA;2204;DUSTER;Diesel;Ambiance Edition 2016 dCi 90 4x2;dCi 90;Manuelle
DACIA;2204;DUSTER;Essence;Ambiance Edition 2016 SCe 115 4x2;Sce 115;Manuelle
DACIA;2204;DUSTER;Essence;SL Steel TCe 125 4x4;TCe 125;Manuelle
DACIA;2204;DUSTER;Diesel;SL Steel dCi 110 4x2;dCi 110;Manuelle
DACIA;2204;DUSTER;Diesel;SL Steel dCi 110 4x4;dCi 110;Manuelle
DACIA;2204;DUSTER;Essence;SL Steel TCe 125 4x2;TCe 125;Manuelle
DACIA;2204;DUSTER;Diesel;Lauréate Edition 2016 dCi 110 4x2;dCi 110;Manuelle
DACIA;2204;DUSTER;Diesel;Lauréate Edition 2016 dCi 110 4x4;dCi 110;Manuelle
DACIA;2204;DUSTER;Essence;Lauréate Edition 2016 TCe 125 4x4;TCe 125;Manuelle
DACIA;2204;DUSTER;Diesel;Lauréate Edition 2016 dCi 90 4x2;dCi 90;Manuelle
DACIA;2204;DUSTER;Essence;Lauréate Edition 2016 TCe 125 4x2;TCe 125;Manuelle
DACIA;2204;DUSTER;Essence;Prestige Edition 2016 TCe 125 4x4;TCe 125;Manuelle
DACIA;2204;DUSTER;Essence;Prestige Edition 2016 TCe 125 4x2;TCe 125;Manuelle
DACIA;2204;DUSTER;Diesel;Prestige Edition 2016 dCi 110 4x4;dCi 110;Manuelle
DACIA;2204;DUSTER;Diesel;Prestige Edition 2016 dCi 110 4x2;dCi 110;Manuelle
DACIA;2204;DUSTER;Essence;Duster SCe 115 4x2;Sce 115;Manuelle
DACIA;2204;DUSTER;Diesel;Duster dCi 90 4x2;dCi 90;Manuelle
RENAULT;2204;Twingo;Essence;Intens Energy TCe 90;TCe 90;Manuelle
RENAULT;2204;Twingo;Essence;Intens TCe 90 EDC;TCe 90;Automatique
RENAULT;2203;Twingo;Essence;Intens SCe 70;SCe 70;Manuelle
RENAULT;2204;Twingo;Essence;Intens SCe 70 Stop & Start ECO2;SCe 70;Manuelle
RENAULT;2204;Twingo;Essence;Zen TCe 90 EDC;TCe 90;Automatique
RENAULT;2203;Twingo;Essence;Cosmic Energy TCe 90;TCe 90;Manuelle
RENAULT;2203;Twingo;Essence;Cosmic TCe 90 EDC;TCe 90;Automatique
RENAULT;2203;Twingo;Essence;Cosmic SCe 70 Stop & Start ECO2;SCe 70;Manuelle
RENAULT;2203;Twingo;Essence;Cosmic SCe 70;SCe 70;Manuelle
RENAULT;2204;TALISMAN;Diesel;Business Energy dCi 130;dCi 130;Manuelle
RENAULT;2204;TALISMAN;Diesel;Business Energy dCi 110 ECO2;dCi 110;Manuelle
RENAULT;2204;TALISMAN;Essence;Initiale Paris Energy TCe 200 EDC;Tce 200;Automatique
RENAULT;2204;TALISMAN;Diesel;Initiale Paris Energy dCi 160 EDC;dCi 160;Automatique
RENAULT;2204;TALISMAN;Diesel;Initiale Paris Energy dCi 130;dCi 130;Manuelle
RENAULT;2204;TALISMAN;Diesel;Life Energy dCi 110 ECO2;dCi 110;Manuelle
RENAULT;2204;TALISMAN;Diesel;Intens Energy dCi 110 ECO2;dCi 110;Manuelle
RENAULT;2204;TALISMAN;Diesel;Intens Energy dCi 160 EDC;dCi 160;Automatique
RENAULT;2204;TALISMAN;Essence;Intens Energy TCe 200 EDC;Tce 200;Automatique
RENAULT;2204;TALISMAN;Diesel;Intens Energy dCi 130;dCi 130;Manuelle
RENAULT;2204;TALISMAN;Diesel;Zen Energy dCi 110 ECO2;dCi 110;Manuelle
RENAULT;2204;TALISMAN;Diesel;Zen Energy dCi 130;dCi 130;Manuelle
RENAULT;2203;SCENIC;Essence;Life Energy TCe 115;Tce 115;Manuelle
RENAULT;2204;SCENIC;Essence;Zen Energy TCe 115;Tce 115;Manuelle
DACIA;2204;LOGAN MCV;Essence;Lauréate TCe 90 E6 Easy-R;TCe 90;Manuelle
DACIA;2204;LOGAN MCV;Essence;Prestige TCe 90 E6 Easy-R;TCe 90;Manuelle
RENAULT;2204;Twingo;Essence;Limited TCe 90 EDC;TCe 90;Automatique
DACIA;2204;SANDERO;Essence;Lauréate TCe 90 E6 Easy-R;TCe 90;Manuelle
DACIA;2204;SANDERO;Essence;Stepway Prestige TCe 90 E6 Easy-R;TCe 90;Manuelle
RENAULT;2204;KANGOO;Diesel;Pépite N1 - dCi 90;dCi 90;Manuelle
RENAULT;2204;CLIO Estate;Essence;Zen TCe 90;TCe 90;Manuelle
RENAULT;2204;CLIO Estate;Essence;Intens TCe 90;TCe 90;Manuelle
RENAULT;2204;CLIO Estate;Essence;Limited TCe 90;TCe 90;Manuelle
RENAULT;2204;CLIO Estate;Essence;Iconic TCe 90;TCe 90;Manuelle
RENAULT;2204;CLIO;Essence;Iconic TCe 90;TCe 90;Manuelle
RENAULT;2204;CLIO;Essence;Limited TCe 90;TCe 90;Manuelle
RENAULT;2204;CLIO;Essence;Intens TCe 90;TCe 90;Manuelle
RENAULT;2204;CLIO;Essence;Zen TCe 90;TCe 90;Manuelle
DACIA;2204;LODGY;Diesel;Silver Line dCi 90 - 7 places;dCi 90;Manuelle
DACIA;2204;LODGY;Diesel;Silver Line dCi 110 - 7 places;dCi 110;Manuelle
DACIA;2204;LODGY;Essence;Silver Line SCe 100 - 5 places;Sce 100;Manuelle
DACIA;2204;LODGY;Essence;Silver Line SCe 100 - 7places;Sce 100;Manuelle
DACIA;2204;LODGY;Diesel;Silver Line dCi 110 - 5 places;dCi 110;Manuelle
